"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"48479",267114,129944,137170,98960,19098,11886,99760,21624,15786,9495,5456,4039,3787,906,763,2682,696,661,788,461,327,342,66,53,241,48,38,135,71,64,47,12,12,38,12,14,1300,641,659,422,164,55,455,140,64,254354,122761,131593,93947,17862,10952,95988,20660,14945,1042,554,488,415,88,51,356,68,64,197920,38196,23772,7574,1812,1526,684,132,106,844,328,110,94,24,24,187894,35724,21904,830,176,102,"48"
"48481",41570,20565,21005,12977,4035,3553,12725,4191,4089,18130,8822,9308,4532,2038,2252,4487,2152,2669,5469,2696,2773,1729,573,394,1679,624,470,69,42,27,20,15,7,7,3,17,164,73,91,47,20,6,53,27,11,16967,8552,8415,6369,1325,858,6251,1307,857,771,380,391,280,64,36,248,78,65,25954,8070,7106,9064,4076,4504,3458,1146,788,94,40,12,40,30,14,12738,2650,1716,560,128,72,"48"
"48483",4990,2497,2493,1489,496,512,1405,511,577,3469,1722,1747,921,368,433,868,388,491,81,35,46,27,7,1,29,2,15,33,17,16,12,5,0,8,8,0,24,21,3,11,2,8,2,0,1,1227,633,594,477,103,53,433,105,56,156,69,87,41,11,17,65,8,14,2978,992,1024,1842,736,866,54,14,2,22,4,16,24,10,0,954,206,106,82,22,34,"48"
"48485",129350,66109,63241,45205,11696,9208,39904,11798,11539,79694,40112,39582,24873,7980,7259,22153,8343,9086,13379,7431,5948,5609,1189,633,4243,975,730,992,505,487,304,148,53,287,138,62,2647,1201,1446,874,232,95,926,297,223,25803,13603,12200,10969,1742,892,9660,1555,985,6835,3257,3578,2576,405,276,2635,490,453,90410,23392,18416,49746,15960,14518,11218,2378,1266,1748,464,190,608,296,106,21938,3484,1784,5152,810,552,"48"
"48487",12887,6381,6506,4071,1218,1092,3938,1293,1275,7012,3456,3556,1866,740,850,1771,825,960,1013,506,507,354,94,58,319,103,85,96,48,48,35,12,1,33,7,8,566,283,283,239,38,6,210,46,27,3734,1856,1878,1379,313,164,1417,285,176,466,232,234,198,21,13,188,27,19,8142,2436,2184,3732,1480,1700,708,188,116,478,76,12,70,24,2,2758,626,328,396,42,26,"48"
"48489",20164,10659,9505,7491,1717,1451,6042,1724,1739,1805,1024,781,512,196,316,322,207,252,445,411,34,327,79,5,27,4,3,47,21,26,5,10,6,5,8,13,160,141,19,136,3,2,12,4,3,17611,9007,8604,6484,1420,1103,5658,1493,1453,96,55,41,27,9,19,18,8,15,14982,3434,2902,1024,392,632,654,158,10,272,6,4,10,20,12,12968,2840,2206,54,18,38,"48"
"48491",609017,298747,310270,214297,49762,34688,213441,52600,44229,336410,165639,170771,105698,32452,27489,102869,33657,34245,38557,18769,19788,14309,3252,1208,14483,3537,1768,1659,879,780,594,172,113,515,161,104,53982,26063,27919,21560,3025,1478,22540,3370,2009,147088,72138,74950,59452,9107,3579,60370,9720,4860,31321,15259,16062,12684,1754,821,12664,2155,1243,428594,99524,69376,211396,64904,54978,28618,6504,2416,43120,6050,2956,1188,344,226,118904,18214,7158,25368,3508,1642,"48"
"48493",49753,24916,24837,15381,5403,4132,14973,5436,4428,27877,14147,13730,8032,3359,2756,7617,3242,2871,693,369,324,169,99,101,152,98,74,148,90,58,63,13,14,40,8,10,229,60,169,42,9,9,104,40,25,19232,9491,9741,6555,1773,1163,6534,1870,1337,1574,759,815,520,150,89,526,178,111,30762,10806,8264,16064,6718,5512,338,198,202,84,18,18,126,26,28,13110,3546,2326,1040,300,178,"48"
"48495",7791,4029,3762,2866,720,443,2538,696,528,2702,1393,1309,847,318,228,717,311,281,139,78,61,42,23,13,39,6,16,38,16,22,14,0,2,16,5,1,77,39,38,37,2,0,26,3,9,4732,2447,2285,1884,369,194,1709,359,217,103,56,47,42,8,6,31,12,4,5732,1440,886,1694,636,456,84,46,26,74,4,0,28,0,4,3768,738,388,84,16,12,"48"
"48497",68632,34459,34173,21955,7266,5238,21027,7307,5839,50495,25154,25341,14681,5860,4613,14285,5873,5183,657,409,248,303,79,27,168,51,29,474,234,240,177,39,18,141,66,33,372,150,222,94,45,11,147,44,31,13694,7071,6623,5716,948,407,5314,945,364,2940,1441,1499,984,295,162,972,328,199,43910,14532,10476,29362,11720,9226,606,158,54,188,90,22,354,78,36,11432,1896,814,1968,590,324,"48"
"48499",44843,22205,22638,11409,4739,6057,10723,5080,6835,35906,17593,18313,8111,3969,5513,7857,4290,6166,1658,920,738,631,174,115,409,189,140,227,87,140,56,24,7,66,30,44,230,94,136,63,16,15,78,35,23,4894,2576,2318,1970,389,217,1760,318,240,1928,935,993,578,167,190,553,218,222,22818,9478,12114,16222,7938,11026,1262,348,230,126,32,30,112,48,14,3940,778,434,1156,334,380,"48"
"48501",7694,3811,3883,2594,713,504,2583,701,599,2488,1202,1286,664,292,246,671,293,322,55,22,33,18,2,2,17,2,14,22,12,10,11,1,0,4,0,6,46,33,13,31,2,0,7,5,1,4968,2492,2476,1824,413,255,1854,382,240,115,50,65,46,3,1,30,19,16,5188,1426,1008,1328,584,492,36,4,4,62,4,0,22,2,0,3648,826,510,92,6,2,"48"
"48503",17867,8821,9046,5274,1816,1731,5180,1811,2055,13409,6537,6872,3499,1465,1573,3508,1495,1869,174,75,99,50,16,9,71,15,13,79,43,36,25,11,7,22,6,8,86,42,44,35,2,5,29,12,3,3508,1839,1669,1466,277,96,1344,202,123,611,285,326,199,45,41,206,81,39,10548,3632,3462,6998,2930,3146,100,32,18,70,4,10,50,22,14,2932,554,192,398,90,82,"48"
"48505",13889,6965,6924,4999,1022,944,4794,1064,1066,796,447,349,185,102,160,153,67,129,9,7,2,4,2,1,1,0,1,7,5,2,1,1,3,0,0,2,16,9,7,7,2,0,4,2,1,12999,6465,6534,4776,913,776,4615,993,926,62,32,30,26,2,4,21,2,7,9998,2044,1888,370,204,320,8,4,2,14,4,0,2,2,6,9552,1826,1552,52,4,8,"48"
"48507",9670,4693,4977,3144,832,717,3158,861,958,572,288,284,157,64,67,172,37,75,67,34,33,28,0,6,23,8,2,21,11,10,5,1,5,5,0,5,19,16,3,5,5,6,1,2,0,8944,4324,4620,2931,762,631,2931,814,875,47,20,27,18,0,2,26,0,1,6288,1664,1434,314,128,134,56,0,12,10,10,12,10,2,10,5862,1524,1262,36,0,4,"48"
"49001",7072,3758,3314,2672,557,529,2257,538,519,5717,2964,2753,2016,480,468,1803,472,478,23,21,2,19,2,0,2,0,0,70,49,21,38,8,3,15,2,4,32,18,14,15,2,1,11,3,0,1066,606,460,507,52,47,383,45,32,164,100,64,77,13,10,43,16,5,5344,1114,1058,4032,960,936,38,4,0,30,4,2,76,16,6,1014,104,94,154,26,20,"49"
"49003",57666,29190,28476,20996,4449,3745,19920,4510,4046,49361,25019,24342,17567,3944,3508,16639,3938,3765,161,79,82,64,12,3,59,16,7,383,210,173,160,47,3,131,30,12,438,174,264,109,47,18,155,54,55,5537,2883,2654,2411,320,152,2134,378,142,1786,825,961,685,79,61,802,94,65,41992,8898,7490,35134,7888,7016,128,24,6,218,94,36,320,94,6,4822,640,304,1370,158,122,"49"
"49005",133154,66362,66792,52463,7515,6384,51857,7788,7147,109376,54373,55003,41975,6426,5972,41674,6678,6651,1045,601,444,535,46,20,403,21,20,620,301,319,252,28,21,265,41,13,2303,1108,1195,881,157,70,937,170,88,15076,7547,7529,6604,721,222,6595,681,253,4734,2432,2302,2216,137,79,1983,197,122,104926,15030,12768,83950,12852,11944,1070,92,40,1762,314,140,504,56,42,13208,1442,444,4432,274,158,"49"
"49007",20412,10228,10184,6613,1772,1843,6356,1858,1970,16645,8327,8318,5231,1515,1581,4997,1608,1713,50,24,26,15,2,7,18,6,2,199,105,94,89,14,2,68,17,9,63,29,34,18,6,5,25,5,4,2677,1369,1308,984,177,208,948,164,196,778,374,404,276,58,40,300,58,46,13226,3544,3686,10462,3030,3162,30,4,14,36,12,10,178,28,4,1968,354,416,552,116,80,"49"
"17051",21488,11818,9670,7540,2459,1819,5520,1995,2155,19425,10213,9212,6219,2214,1780,5192,1937,2083,780,749,31,623,117,9,26,0,5,80,61,19,53,7,1,12,4,3,67,41,26,39,0,2,11,4,11,657,522,135,433,86,3,102,12,21,479,232,247,173,35,24,177,38,32,15080,4918,3638,12438,4428,3560,1246,234,18,78,0,4,106,14,2,866,172,6,346,70,48,"17"
"17053",13534,6703,6831,4028,1393,1282,3803,1438,1590,12265,6032,6233,3485,1316,1231,3340,1347,1546,75,41,34,27,11,3,21,6,7,24,6,18,3,2,1,12,4,2,57,27,30,18,3,6,22,4,4,554,305,249,280,19,6,221,14,14,559,292,267,215,42,35,187,63,17,8056,2786,2564,6970,2632,2462,54,22,6,36,6,12,6,4,2,560,38,12,430,84,70,"17"
"17055",37804,18722,19082,11001,3913,3808,10651,3974,4457,35210,17453,17757,10088,3732,3633,9683,3776,4298,162,86,76,61,10,15,54,6,16,92,37,55,19,10,8,30,18,7,119,54,65,27,8,19,42,12,11,642,336,306,257,39,40,256,29,21,1579,756,823,549,114,93,586,133,104,22002,7826,7616,20176,7464,7266,122,20,30,54,16,38,38,20,16,514,78,80,1098,228,186,"17"
"17057",33609,17396,16213,10418,3593,3385,8786,3427,4000,30616,15279,15337,8712,3290,3277,8188,3274,3875,1102,1008,94,853,127,28,68,15,11,59,37,22,17,10,10,9,12,1,69,27,42,19,5,3,27,5,10,738,547,191,457,68,22,133,39,19,1025,498,527,360,93,45,361,82,84,20836,7186,6770,17424,6580,6554,1706,254,56,38,10,6,34,20,20,914,136,44,720,186,90,"17"
"17059",4946,2410,2536,1308,526,576,1362,526,648,4683,2293,2390,1220,510,563,1267,503,620,25,11,14,4,0,7,5,0,9,5,3,2,3,0,0,2,0,0,23,15,8,14,0,1,5,0,3,53,26,27,23,2,1,19,4,4,157,62,95,44,14,4,64,19,12,2616,1052,1152,2440,1020,1126,8,0,14,28,0,2,6,0,0,46,4,2,88,28,8,"17"
"17061",11985,5943,6042,3422,1330,1191,3366,1294,1382,11451,5657,5794,3215,1283,1159,3214,1236,1344,18,10,8,8,0,2,6,0,2,13,7,6,7,0,0,3,3,0,21,10,11,8,1,1,7,2,2,106,63,43,51,6,6,30,10,3,376,196,180,133,40,23,106,43,31,6844,2660,2382,6430,2566,2318,16,0,4,16,2,2,14,0,0,102,12,12,266,80,46,"17"
"17063",52533,26227,26306,17372,5240,3615,16784,5160,4362,43472,21654,21818,13587,4652,3415,13171,4573,4074,833,432,401,341,79,12,316,44,41,48,29,19,22,4,3,5,11,3,466,202,264,145,32,25,194,48,22,5712,2934,2778,2491,342,101,2335,323,120,2002,976,1026,786,131,59,763,161,102,34744,10480,7230,27174,9304,6830,682,158,24,290,64,50,44,8,6,4982,684,202,1572,262,118,"17"
"17065",7993,3949,4044,2328,818,803,2292,817,935,7574,3747,3827,2188,777,782,2135,776,916,36,14,22,4,2,8,14,3,5,16,8,8,7,0,1,4,4,0,12,5,7,3,2,0,4,3,0,96,42,54,23,14,5,48,4,2,259,133,126,103,23,7,87,27,12,4656,1636,1606,4376,1554,1564,8,4,16,6,4,0,14,0,2,46,28,10,206,46,14,"17"
"17067",17620,8756,8864,4849,1934,1973,4693,1929,2242,16599,8295,8304,4486,1860,1949,4287,1833,2184,73,43,30,31,7,5,26,1,3,38,8,30,4,2,2,14,15,1,57,16,41,12,2,2,33,5,3,318,164,154,130,29,5,107,25,22,535,230,305,186,34,10,226,50,29,9698,3868,3946,8972,3720,3898,62,14,10,24,4,4,8,4,4,260,58,10,372,68,20,"17"
"17069",3649,1802,1847,855,433,514,852,442,553,3374,1675,1699,777,402,496,748,425,526,11,2,9,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,17,1,16,1,0,0,9,3,4,65,28,37,25,0,3,31,5,1,182,96,86,50,31,15,60,9,17,1710,866,1028,1554,804,992,4,0,0,2,0,0,0,0,0,50,0,6,100,62,30,"17"
"17071",6387,3184,3203,1630,767,787,1555,777,871,6060,3029,3031,1519,738,772,1440,751,840,29,15,14,12,1,2,8,1,5,5,4,1,2,2,0,0,0,1,14,11,3,7,3,1,3,0,0,112,52,60,38,12,2,46,6,8,167,73,94,52,11,10,58,19,17,3260,1534,1574,3038,1476,1544,24,2,4,14,6,2,4,4,0,76,24,4,104,22,20,"17"
"17073",49284,24534,24750,14634,5044,4856,13949,5107,5694,43094,21323,21771,12069,4598,4656,11615,4678,5478,1029,606,423,490,70,46,325,71,27,63,30,33,18,9,3,24,0,9,192,72,120,51,13,8,82,26,12,3170,1660,1510,1375,216,69,1203,205,102,1736,843,893,631,138,74,700,127,66,29268,10088,9712,24138,9196,9312,980,140,92,102,26,16,36,18,6,2750,432,138,1262,276,148,"17"
"17075",27077,13475,13602,7853,2875,2747,7313,2977,3312,23602,11674,11928,6447,2618,2609,6046,2733,3149,212,113,99,75,20,18,70,23,6,38,18,20,14,4,0,10,4,6,99,44,55,26,12,6,43,5,7,2085,1056,1029,878,125,53,817,134,78,1041,570,471,413,96,61,327,78,66,15706,5750,5494,12894,5236,5218,150,40,36,52,24,12,28,8,0,1756,250,106,826,192,122,"17"
"17077",52974,26338,26636,17720,4453,4165,17098,4587,4951,37513,18751,18762,11579,3541,3631,10903,3537,4322,7503,3509,3994,2762,464,283,3073,574,347,114,65,49,53,10,2,31,15,3,2048,1126,922,985,98,43,760,109,53,2837,1415,1422,1175,148,92,1181,141,100,2959,1472,1487,1166,192,114,1150,211,126,35440,8906,8330,23158,7082,7262,5524,928,566,1970,196,86,106,20,4,2350,296,184,2332,384,228,"17"
"17079",9287,4693,4594,2730,1015,948,2515,1037,1042,8934,4534,4400,2610,989,935,2396,1000,1004,22,12,10,10,0,2,8,2,0,19,9,10,8,0,1,6,4,0,15,7,8,5,1,1,2,5,1,84,41,43,23,15,3,25,8,10,213,90,123,74,10,6,78,18,27,5460,2030,1896,5220,1978,1870,20,0,4,10,2,2,16,0,2,46,30,6,148,20,12,"17"
"17081",37113,18852,18261,11449,3918,3485,10533,3701,4027,31182,15665,15517,9000,3420,3245,8476,3295,3746,2783,1593,1190,1196,277,120,896,161,133,77,37,40,20,12,5,15,9,16,352,154,198,120,27,7,124,53,21,899,528,371,440,67,21,306,42,23,1820,875,945,673,115,87,716,141,88,22898,7836,6970,18000,6840,6490,2392,554,240,240,54,14,40,24,10,880,134,42,1346,230,174,"17"
"17083",21512,10576,10936,6176,2346,2054,5996,2461,2479,20105,9907,10198,5672,2248,1987,5477,2320,2401,156,106,50,87,9,10,37,10,3,21,5,16,0,5,0,14,2,0,74,38,36,23,13,2,25,7,4,327,172,155,140,13,19,128,18,9,829,348,481,254,58,36,315,104,62,12352,4692,4108,11344,4496,3974,174,18,20,46,26,4,0,10,0,280,26,38,508,116,72,"17"
"17085",22035,11045,10990,5713,2390,2942,5270,2497,3223,20354,10209,10145,5061,2293,2855,4655,2366,3124,114,47,67,40,0,7,53,6,8,31,17,14,6,3,8,6,3,5,96,37,59,24,1,12,46,6,7,856,455,401,383,45,27,307,54,40,584,280,304,199,48,33,203,62,39,11426,4780,5884,10122,4586,5710,80,0,14,48,2,24,12,6,16,766,90,54,398,96,66,"17"
"17087",13308,7818,5490,4961,1569,1288,2873,1230,1387,10895,5756,5139,3288,1227,1241,2661,1155,1323,1419,1385,34,1129,238,18,11,13,10,20,9,11,4,3,2,7,4,0,18,5,13,5,0,0,8,3,2,552,463,89,393,61,9,65,11,13,404,200,204,142,40,18,121,44,39,9922,3138,2576,6576,2454,2482,2258,476,36,10,0,0,8,6,4,786,122,18,284,80,36,"17"
"17089",516522,255599,260923,171660,50186,33753,167701,51265,41957,282307,138713,143594,78447,33537,26729,75688,34527,33379,26239,12734,13505,9197,2272,1265,9301,2462,1742,514,234,280,147,57,30,140,76,64,21191,10056,11135,7006,1911,1139,7389,2264,1482,169595,85581,84014,70156,11336,4089,68565,10767,4682,16676,8281,8395,6707,1073,501,6618,1169,608,343320,100372,67506,156894,67074,53458,18394,4544,2530,14012,3822,2278,294,114,60,140312,22672,8178,13414,2146,1002,"17"
"17091",107502,52708,54794,33635,10452,8621,33486,10985,10323,73591,36040,37551,20842,7967,7231,20585,8347,8619,15417,7407,8010,5179,1340,888,5423,1504,1083,173,88,85,50,27,11,51,20,14,1069,440,629,296,79,65,444,103,82,12520,6460,6060,5461,732,267,5134,634,292,4732,2273,2459,1807,307,159,1849,377,233,67270,20904,17242,41684,15934,14462,10358,2680,1776,592,158,130,100,54,22,10922,1464,534,3614,614,318,"17"
"17093",131869,64848,67021,47342,11163,6343,47642,11375,8004,84690,41656,43034,28092,8305,5259,28071,8381,6582,9693,4640,5053,3650,739,251,3835,835,383,117,43,74,35,7,1,37,22,15,4625,2111,2514,1595,338,178,1876,375,263,27127,13581,13546,11507,1535,539,11470,1456,620,5617,2817,2800,2463,239,115,2353,306,141,94684,22326,12686,56184,16610,10518,7300,1478,502,3190,676,356,70,14,2,23014,3070,1078,4926,478,230,"17"
"17095",49967,25197,24770,15203,5007,4987,13633,5039,6098,39615,19378,20237,10597,4226,4555,10128,4436,5673,4354,2702,1652,2150,388,164,1254,210,188,73,49,24,33,14,2,10,11,3,361,176,185,117,29,30,100,50,35,3051,1665,1386,1335,215,115,1117,150,119,2513,1227,1286,971,135,121,1024,182,80,30406,10014,9974,21194,8452,9110,4300,776,328,234,58,60,66,28,4,2670,430,230,1942,270,242,"17"
"17097",714342,354965,359377,233512,73106,48347,224280,76395,58702,408349,202565,205784,113304,50422,38839,106122,52781,46881,47240,23095,24145,16696,4191,2208,16607,4625,2913,909,459,450,329,76,54,279,97,74,58901,28287,30614,20650,4960,2677,21530,5676,3408,171962,87217,84745,71752,11649,3816,69042,11227,4476,26981,13342,13639,10781,1808,753,10700,1989,950,467024,146212,96694,226608,100844,77678,33392,8382,4416,41300,9920,5354,658,152,108,143504,23298,7632,21562,3616,1506,"17"
"17099",109658,55307,54351,33529,11918,9860,30671,11965,11715,90445,45036,45409,25261,10519,9256,23749,10670,10990,2514,1844,670,1531,234,79,540,97,33,153,80,73,46,30,4,48,20,5,855,364,491,249,58,57,287,119,85,11456,5992,5464,4943,723,326,4479,614,371,4235,1991,2244,1499,354,138,1568,445,231,67058,23836,19720,50522,21038,18512,3062,468,158,498,116,114,92,60,8,9886,1446,652,2998,708,276,"17"
"17101",15280,8486,6794,5516,1657,1313,3766,1420,1608,12777,6451,6326,3833,1371,1247,3444,1331,1551,1393,1319,74,1101,191,27,42,20,12,12,8,4,7,0,1,2,2,0,58,35,23,27,8,0,15,2,6,514,414,100,343,58,13,79,10,11,526,259,267,205,29,25,184,55,28,11032,3314,2626,7666,2742,2494,2202,382,54,54,16,0,14,0,2,686,116,26,410,58,50,"17"
"17103",34145,18039,16106,10757,4048,3234,8913,3598,3595,28435,14318,14117,7994,3371,2953,7379,3302,3436,1831,1614,217,1136,365,113,163,20,34,30,22,8,15,0,7,7,1,0,248,123,125,94,15,14,92,21,12,2324,1334,990,1077,178,79,799,141,50,1277,628,649,441,119,68,473,113,63,21514,8096,6468,15988,6742,5906,2272,730,226,188,30,28,30,0,14,2154,356,158,882,238,136,"17"
"17105",35815,18507,17308,11242,3985,3280,9686,3745,3877,31518,15774,15744,9077,3583,3114,8479,3532,3733,1081,939,142,687,193,59,85,35,22,38,18,20,12,0,6,12,6,2,171,88,83,61,20,7,51,11,21,1859,1101,758,933,116,52,636,64,58,1148,587,561,472,73,42,423,97,41,22484,7970,6560,18154,7166,6228,1374,386,118,122,40,14,24,0,12,1866,232,104,944,146,84,"17"
"17107",27987,13404,14583,8194,2787,2423,8571,2879,3133,24452,11639,12813,6851,2479,2309,7153,2618,3042,1494,754,740,561,149,44,595,133,12,48,36,12,22,12,2,7,4,1,178,95,83,59,32,4,59,9,15,818,398,420,337,41,20,352,45,23,997,482,515,364,74,44,405,70,40,16388,5574,4846,13702,4958,4618,1122,298,88,118,64,8,44,24,4,674,82,40,728,148,88,"17"
"17109",27238,13227,14011,8552,2258,2417,8577,2441,2993,23062,11170,11892,6806,2055,2309,6841,2208,2843,1498,688,810,591,55,42,708,74,28,47,19,28,12,3,4,17,8,3,560,306,254,252,33,21,192,34,28,962,464,498,427,24,13,419,46,33,1109,580,529,464,88,28,400,71,58,17104,4516,4834,13612,4110,4618,1182,110,84,504,66,42,24,6,8,854,48,26,928,176,56,"17"
"17111",310229,154281,155948,97657,34442,22182,94419,35332,26197,238659,118376,120283,68767,29271,20338,66157,30215,23911,4073,2060,2013,1587,371,102,1467,366,180,325,189,136,93,60,36,103,21,12,8669,3931,4738,2630,824,477,3146,986,606,46705,23786,22919,19811,3048,927,19045,2781,1093,11798,5939,5859,4769,868,302,4501,963,395,195314,68884,44364,137534,58542,40676,3174,742,204,5260,1648,954,186,120,72,39622,6096,1854,9538,1736,604,"17"
"17113",170954,83226,87728,57689,14562,10975,58477,15636,13615,129440,62802,66638,40565,12208,10029,41046,13163,12429,14699,7146,7553,5677,1044,425,5904,1122,527,258,123,135,69,29,25,80,47,8,8108,4057,4051,3549,379,129,3466,395,190,10524,5228,5296,4578,493,157,4678,445,173,7925,3870,4055,3251,409,210,3303,464,288,115378,29124,21950,81130,24416,20058,11354,2088,850,7098,758,258,138,58,50,9156,986,314,6502,818,420,"17"
"17115",103998,50013,53985,30693,9865,9455,31515,10654,11816,75117,36155,38962,20050,7890,8215,20486,8350,10126,18886,8966,9920,6588,1454,924,6941,1699,1280,178,108,70,67,25,16,38,18,14,1512,701,811,568,86,47,613,126,72,2733,1349,1384,1103,141,105,1146,140,98,5572,2734,2838,2317,269,148,2291,321,226,61386,19730,18910,40100,15780,16430,13176,2908,1848,1136,172,94,134,50,32,2206,282,210,4634,538,296,"17"
"17117",44967,22309,22658,12998,4921,4390,12418,4914,5326,41850,20704,21146,11847,4651,4206,11375,4658,5113,368,233,135,160,48,25,80,12,43,109,54,55,37,8,9,35,3,17,179,75,104,60,10,5,76,10,18,570,268,302,215,30,23,220,42,40,1891,975,916,679,174,122,632,189,95,25996,9842,8780,23694,9302,8412,320,96,50,120,20,10,74,16,18,430,60,46,1358,348,244,"17"
"17119",265859,129626,136233,81804,26637,21185,81534,27717,26982,213793,104960,108833,62982,22885,19093,61389,23425,24019,24671,11568,13103,8686,1831,1051,9466,2160,1477,559,280,279,173,69,38,165,68,46,2718,1181,1537,857,190,134,1019,321,197,10797,5318,5479,4289,659,370,4302,594,583,13321,6319,7002,4817,1003,499,5193,1149,660,163608,53274,42370,125964,45770,38186,17372,3662,2102,1714,380,268,346,138,76,8578,1318,740,9634,2006,998,"17"
"17121",37729,18495,19234,11173,3758,3564,10791,4009,4434,33150,16137,17013,9365,3442,3330,9203,3635,4175,1509,770,739,562,130,78,495,136,108,94,48,46,30,11,7,26,7,13,349,239,110,203,15,21,66,18,26,712,387,325,318,37,32,248,48,29,1915,914,1001,695,123,96,753,165,83,22346,7516,7128,18730,6884,6660,1124,260,156,406,30,42,60,22,14,636,74,64,1390,246,192,"17"
"17123",11742,5835,5907,3250,1289,1296,3117,1279,1511,10858,5387,5471,2901,1228,1258,2802,1191,1478,86,47,39,31,10,6,31,6,2,18,12,6,11,1,0,5,1,0,43,21,22,19,1,1,16,4,2,323,156,167,130,6,20,119,36,12,414,212,202,158,43,11,144,41,17,6500,2578,2592,5802,2456,2516,62,20,12,38,2,2,22,2,0,260,12,40,316,86,22,"17"
"17125",13086,6476,6610,3591,1454,1431,3539,1432,1639,12339,6103,6236,3317,1397,1389,3283,1386,1567,49,27,22,18,5,4,22,0,0,24,12,12,1,6,5,3,0,9,26,9,17,4,4,1,7,2,8,184,100,84,82,14,4,62,11,11,464,225,239,169,28,28,162,33,44,7182,2908,2862,6634,2794,2778,36,10,8,8,8,2,2,12,10,164,28,8,338,56,56,"17"
"17127",14169,6849,7320,3964,1526,1359,4091,1576,1653,12077,5859,6218,3249,1352,1258,3318,1391,1509,875,404,471,248,84,72,289,109,73,35,25,10,8,16,1,5,2,3,43,16,27,9,5,2,25,0,2,333,166,167,134,30,2,139,19,9,806,379,427,316,39,24,315,55,57,7928,3052,2718,6498,2704,2516,496,168,144,18,10,4,16,32,2,268,60,4,632,78,48,"17"
"17129",12297,6017,6280,3543,1357,1117,3513,1400,1367,11502,5641,5861,3239,1304,1098,3183,1346,1332,80,44,36,36,6,2,28,7,1,18,6,12,1,0,5,11,0,1,49,20,29,13,0,7,21,1,7,160,77,83,62,11,4,66,3,14,488,229,259,192,36,1,204,43,12,7086,2714,2234,6478,2608,2196,72,12,4,26,0,14,2,0,10,124,22,8,384,72,2,"17"
"37043",11089,5441,5648,2488,1201,1752,2321,1386,1941,10044,4890,5154,2112,1097,1681,1986,1290,1878,60,34,26,17,12,5,17,2,7,44,23,21,20,0,3,14,7,0,40,9,31,5,2,2,25,2,4,438,227,211,151,48,28,149,42,20,463,258,205,183,42,33,130,43,32,4976,2402,3504,4224,2194,3362,34,24,10,10,4,4,40,0,6,302,96,56,366,84,66,"37"
"37037",76285,36587,39698,19924,7999,8664,20351,8624,10723,53087,25386,27701,12018,6095,7273,12197,6541,8963,7768,3639,4129,1935,863,841,1990,978,1161,173,95,78,54,27,14,42,15,21,1616,679,937,376,175,128,540,242,155,10372,5185,5187,4337,595,253,4323,583,281,3269,1603,1666,1204,244,155,1259,265,142,39848,15998,17328,24036,12190,14546,3870,1726,1682,752,350,256,108,54,28,8674,1190,506,2408,488,310,"37"
"37039",28774,14121,14653,6736,3197,4188,6517,3573,4563,25366,12446,12920,5580,2915,3951,5457,3212,4251,373,168,205,103,38,27,108,44,53,417,211,206,125,40,46,102,51,53,158,58,100,43,6,9,59,26,15,899,477,422,375,44,58,298,79,45,1561,761,800,510,154,97,493,161,146,13472,6394,8376,11160,5830,7902,206,76,54,86,12,18,250,80,92,750,88,116,1020,308,194,"37"
"37041",13708,6521,7187,3461,1437,1623,3505,1618,2064,8268,3976,4292,1911,895,1170,1844,1012,1436,4376,2001,2375,1122,453,426,1261,540,574,43,24,19,15,3,6,14,2,3,39,21,18,7,11,3,5,6,7,530,278,252,233,39,6,224,20,8,452,221,231,173,36,12,157,38,36,6922,2874,3246,3822,1790,2340,2244,906,852,14,22,6,30,6,12,466,78,12,346,72,24,"37"
"37045",99519,47882,51637,29237,10280,8365,29738,11033,10866,70163,33895,36268,19421,7733,6741,19604,8124,8540,20034,9384,10650,6195,1906,1283,6493,2277,1880,222,113,109,61,35,17,69,25,15,854,386,468,221,93,72,251,120,97,4039,2093,1946,1731,272,90,1598,188,160,4207,2011,2196,1608,241,162,1723,299,174,58474,20560,16730,38842,15466,13482,12390,3812,2566,442,186,144,122,70,34,3462,544,180,3216,482,324,"37"
